11.98,0.21817
11.483,0.21817
-2.7341e-09,-0.21817
-2.4013e-09,-0.21817
1.4118,0.21817
-1.3935e-09,-0.21817
-5.981e-08,-0.21817
-1.4542e-07,-0.21817
-4.909e-09,-0.21817
-3.3838e-11,-0.21817
3.2193e-17,-0.21817
8.2004e-18,-0.21817
-2.131e-17,-0.21817
3.121e-17,-0.21817
2.0006e-17,-0.21817
-4.3052e-17,-0.21817
6.513,0.12901
5.766,-0.0043451
11.965,0.0044713
12,-0.040591
12,-0.06195
12,-0.067348
12,-0.066247
12,-0.060677
12,-0.054632
12,-0.046612
12,-0.039909
12,-0.031822
12,-0.026001
0.30658,-0.21817
12,-0.017848
12,-0.014312
12,-0.011238
12,-0.0072282
12,-0.0049776
12,-0.0057784
12,-0.0039449
12,-0.0053284
12,-0.0036899
12,-0.00057126
-2.2696e-18,-0.21817
12,0.0003331
12,-0.001861
12,-0.0029413
12,-0.0031285
12,-0.0016873
12,-0.0028569
12,-0.0030424
12,-0.0029993
12,-0.0027522
11.985,-0.00027449
11.987,-0.0036328
11.857,-0.0043462
11.867,0.00032462
11.848,0.000931
11.728,0.0011499
11.492,0.0001975
10.923,-0.0043409
11.166,-0.0036706
12,0.0037741
12,0.0036633
12,0.0045426
12,0.0045822
12,0.0050592
12,0.0079636
12,0.0053266
-1.162e-07,-0.21817
-1.162e-07,-0.21817
12,0.0062027
12,0.0060436
12,0.0053744
11.93,0.0043102
11.63,0.0013211
10.257,-0.011368
7.2199,-0.0575
12,-2.4212e-05
12,0.0094933
12,0.0062431
12,0.0073414
12,0.0063677
12,0.0063799
12,0.0068459
-4.6537e-17,-0.21817
12,0.0067975
12,-0.00025257
12,-0.00077166
12,-0.0017909
12,-0.0032555
12,-0.0076633
12,0.023387
12,0.022677
12,0.026107
12,0.014595
11.999,0.0040406
12,0.037169
12,0.028184
12,0.021337
12,0.025658
11.998,-0.037379
12,-0.12653
0,0
