80,200,0.7854,-10,10,1.0339e-17
77.799,201.93,0.77503,-12.014,9.3364,-0.10371
75.205,203.73,0.74434,-13.918,8.6583,-0.20313
72.422,205.27,0.70372,-13.918,6.697,-0.20313
69.638,206.41,0.66309,-13.918,4.7357,-0.20313
66.833,207.18,0.62124,-14.132,2.9584,-0.21535
64.007,207.58,0.57817,-14.132,0.99711,-0.21535
61.18,207.58,0.5351,-14.132,-0.96422,-0.21535
58.354,207.19,0.49203,-14.132,-2.9256,-0.21535
55.527,206.41,0.44896,-14.132,-4.8869,-0.21535
52.701,205.24,0.40589,-14.132,-6.8482,-0.21535
49.874,203.67,0.36282,-14.132,-8.8095,-0.21535
47.048,201.71,0.31975,-14.132,-10.771,-0.21535
44.221,199.36,0.27668,-14.132,-12.732,-0.21535
41.395,196.62,0.23361,-14.132,-14.694,-0.21535
38.568,193.48,0.19054,-14.132,-16.655,-0.21535
35.742,189.96,0.14747,-14.132,-18.616,-0.21535
32.883,186.16,0.10105,-14.459,-19.317,-0.24887
29.983,182.22,0.051371,-14.541,-20.128,-0.24787
27.067,178.24,0.001584,-14.615,-19.698,-0.25001
24.159,174.34,-0.04647,-14.464,-19.265,-0.23053
21.297,170.53,-0.089604,-14.153,-18.847,-0.20081
18.509,166.8,-0.12654,-13.734,-18.446,-0.16851
15.811,163.15,-0.15706,-13.239,-18.059,-0.13673
13.218,159.58,-0.1815,-12.692,-17.684,-0.10763
10.738,156.08,-0.2004,-12.108,-17.317,-0.081417
8.3768,152.65,-0.21445,-11.505,-16.956,-0.059051
6.1373,149.29,-0.22434,-10.89,-16.597,-0.0399
4.0209,146.01,-0.2308,-10.274,-16.239,-0.024628
2.0274,142.8,-0.23447,-9.6605,-15.88,-0.012149
0.098045,139.43,-0.23664,-9.6336,-17.786,-0.0094943
-1.7681,135.91,-0.23768,-9.0282,-17.425,-0.00092754
-3.514,132.46,-0.23718,-8.4304,-17.062,0.0059419
-5.1413,129.08,-0.23545,-7.8423,-16.697,0.011336
-6.6523,125.78,-0.23284,-7.2686,-16.328,0.014806
-8.0499,122.55,-0.22964,-6.707,-15.956,0.017195
-9.3357,119.4,-0.22592,-6.1515,-15.582,0.019968
-10.512,116.32,-0.22174,-5.6096,-15.206,0.021862
-11.58,113.32,-0.21711,-5.0747,-14.827,0.02442
-12.543,110.39,-0.21205,-4.555,-14.446,0.026191
-13.404,107.54,-0.20678,-4.0547,-14.06,0.026465
-14.215,104.53,-0.20149,-4.0547,-16.021,0.026465
-14.979,101.37,-0.19621,-3.5814,-15.629,0.026305
-15.648,98.28,-0.19086,-3.1154,-15.236,0.027198
-16.226,95.273,-0.18528,-2.6598,-14.841,0.02861
-16.714,92.344,-0.17941,-2.2172,-14.444,0.030112
-17.115,89.495,-0.17331,-1.7922,-14.043,0.030922
-17.432,86.727,-0.16698,-1.379,-13.64,0.032293
-17.668,84.04,-0.16038,-0.98075,-13.235,0.033753
-17.826,81.433,-0.15348,-0.59855,-12.827,0.035193
-17.909,78.909,-0.14631,-0.23361,-12.416,0.036514
-17.921,76.467,-0.139,0.10784,-12.005,0.036646
-17.867,74.107,-0.13149,0.43971,-11.592,0.038387
-17.748,71.828,-0.12361,0.75159,-11.203,0.040449
-17.569,69.627,-0.11554,1.0339,-10.807,0.040295
-17.336,67.505,-0.10752,1.2955,-10.413,0.039853
-17.053,65.459,-0.099605,1.5353,-10.041,0.039314
-16.724,63.484,-0.091751,1.7544,-9.7149,0.039223
-16.353,61.562,-0.083717,1.9553,-9.501,0.04112
-15.943,59.688,-0.075329,2.1408,-9.2369,0.042759
-15.499,57.884,-0.066958,2.3024,-8.8037,0.040948
-15.024,56.167,-0.058945,2.4446,-8.3693,0.039189
-14.523,54.537,-0.051325,2.566,-7.9337,0.037009
-14,52.993,-0.044143,2.6695,-7.4973,0.034809
-13.457,51.538,-0.037424,2.7552,-7.0602,0.032381
-12.9,50.169,-0.03133,2.8186,-6.6223,0.028558
-12.331,48.889,-0.025874,2.8745,-6.1843,0.026002
-11.756,47.456,-0.020674,2.8745,-8.1457,0.026002
-11.181,45.631,-0.015473,2.8745,-10.107,0.026002
-10.604,43.653,-0.010571,2.8908,-9.6684,0.023024
-10.026,41.763,-0.0062561,2.8965,-9.2297,0.020123
-9.4466,39.961,-0.0024894,2.8941,-8.7911,0.017544
-8.8686,38.245,0.00081371,2.8858,-8.3664,0.015487
-8.2923,36.609,0.0038496,2.8773,-8.0018,0.014872
-7.7156,35.017,0.0072905,2.8892,-7.9118,0.019536
-7.1309,33.383,0.012857,2.9577,-8.4308,0.036133
-6.5433,31.741,0.020085,2.9182,-7.9924,0.036145
-5.9676,30.186,0.026859,2.8391,-7.5551,0.031588
-5.4084,28.719,0.032876,2.7525,-7.118,0.028591
-4.8682,27.339,0.038242,2.6495,-6.6815,0.025067
-4.3496,26.046,0.04295,2.5369,-6.2455,0.022011
-3.8546,24.84,0.047046,2.4136,-5.81,0.018949
-3.3852,23.722,0.050507,2.2802,-5.3751,0.015663
-2.9291,22.451,0.05364,2.2802,-7.3364,0.015663
-2.4879,21.027,0.056446,2.1319,-6.9023,0.0124
-2.0753,19.69,0.058938,1.9941,-6.4676,0.012521
-1.6908,18.44,0.061479,1.8515,-6.0332,0.012892
-1.3351,17.277,0.064144,1.7052,-5.599,0.013751
-1.009,16.2,0.06705,1.5556,-5.165,0.015314
-0.71257,15.211,0.070481,1.4091,-4.7308,0.018992
-0.45357,14.307,0.073157,1.1809,-4.303,0.0077675
-0.24041,13.489,0.073622,0.95072,-3.8754,-0.0031166
-0.073932,12.757,0.071746,0.71401,-3.4484,-0.015646
0.048632,12.11,0.067916,0.51163,-3.0183,-0.022652
0.13427,11.55,0.063192,0.34475,-2.5856,-0.024591
0.17997,11.076,0.05649,0.11229,-2.1582,-0.042428
0.18331,10.687,0.046651,-0.078911,-1.7272,-0.055955
0.15269,10.385,0.034436,-0.22733,-1.2932,-0.066195
0.094544,10.17,0.019966,-0.35412,-0.85792,-0.07851
0.029566,10.042,0.0060575,-0.29566,-0.42038,-0.060575
-2.9112e-18,10,-1.6416e-17,1.8087e-17,2.0455e-17,9.2359e-18
