-30,60,0.7854,-10,10,-7.2107e-22
-32.202,61.934,0.77501,-12.017,9.3387,-0.10389
-34.804,63.74,0.74384,-14.007,8.7188,-0.20778
-37.79,65.423,0.69239,-15.847,8.1117,-0.30671
-40.959,66.849,0.63105,-15.847,6.1504,-0.30671
-44.128,67.883,0.56971,-15.847,4.189,-0.30671
-47.298,68.524,0.50837,-15.847,2.2277,-0.30671
-50.467,68.774,0.44703,-15.847,0.26638,-0.30671
-53.637,68.631,0.38569,-15.847,-1.6949,-0.30671
-56.806,68.096,0.32435,-15.847,-3.6563,-0.30671
-59.975,67.169,0.26301,-15.847,-5.6176,-0.30671
-63.145,65.849,0.20166,-15.847,-7.5789,-0.30671
-66.374,64.284,0.13345,-16.444,-8.0709,-0.3754
-69.709,62.709,0.05343,-16.912,-7.6804,-0.42485
-73.088,61.216,-0.030169,-16.872,-7.2441,-0.41115
-76.424,59.808,-0.10811,-16.493,-6.8374,-0.36824
-79.662,58.477,-0.1764,-15.89,-6.4772,-0.31466
-82.765,57.213,-0.23385,-15.136,-6.1608,-0.2599
-85.707,56.009,-0.28071,-14.282,-5.8803,-0.20865
-88.471,54.858,-0.31787,-13.359,-5.6265,-0.16294
-91.046,53.756,-0.34651,-12.392,-5.3913,-0.12344
-93.425,52.7,-0.36785,-11.399,-5.1681,-0.09003
-95.604,51.688,-0.38308,-10.391,-4.9514,-0.062217
-97.581,50.72,-0.39323,-9.3776,-4.7372,-0.039338
-99.355,49.794,-0.39924,-8.366,-4.5221,-0.02069
-100.93,48.911,-0.40186,-7.3612,-4.3039,-0.0055947
-102.3,48.073,-0.40177,-6.3669,-4.0809,0.0065613
-103.48,47.279,-0.39948,-5.3862,-3.8517,0.016316
-104.46,46.533,-0.39544,-4.4214,-3.6156,0.024127
-105.25,45.834,-0.38998,-3.4741,-3.3718,0.030379
-105.85,45.185,-0.38341,-2.5458,-3.1199,0.035388
-106.27,44.587,-0.37593,-1.6377,-2.8597,0.03941
-106.51,44.042,-0.36772,-0.75068,-2.591,0.042654
-106.57,43.551,-0.35893,0.11452,-2.3137,0.045286
-106.46,43.117,-0.34966,0.95722,-2.0279,0.047438
-106.19,42.741,-0.33999,1.7768,-1.7335,0.049215
-105.75,42.424,-0.33,2.5729,-1.4307,0.0507
-105.16,42.169,-0.31973,3.3448,-1.1197,0.051955
-104.42,41.977,-0.30923,4.0923,-0.80039,0.053033
-103.53,41.85,-0.29853,4.815,-0.47313,0.053971
-102.49,41.789,-0.28766,5.5123,-0.13804,0.054801
-101.33,41.796,-0.27662,6.1841,0.20466,0.055545
-100.02,41.872,-0.26545,6.8299,0.55478,0.056222
-98.596,42.018,-0.25414,7.4494,0.91207,0.056845
-97.047,42.237,-0.24271,8.0423,1.2763,0.057426
-95.382,42.529,-0.23117,8.6083,1.6472,0.057972
-93.606,42.897,-0.21953,9.1471,2.0246,0.058491
-91.725,43.34,-0.20778,9.6584,2.4081,0.058988
-89.745,43.86,-0.19593,10.142,2.7976,0.059467
-87.672,44.459,-0.18399,10.597,3.1926,0.059933
-85.509,45.138,-0.17196,11.024,3.5929,0.06039
-83.265,45.897,-0.15984,11.423,3.9982,0.06084
-80.943,46.738,-0.14762,11.793,4.4082,0.061288
-78.55,47.661,-0.13532,12.133,4.8225,0.061738
-76.124,48.429,-0.12297,12.133,2.8612,0.061738
-73.669,49.044,-0.1106,12.414,3.2833,0.062017
-71.186,49.504,-0.098195,12.414,1.322,0.062017
-68.681,49.811,-0.085793,12.635,1.7504,0.062005
-66.135,50.205,-0.07341,12.825,2.1815,0.061828
-63.57,50.445,-0.061044,12.825,0.2202,0.061828
-60.993,50.532,-0.048767,12.952,0.65544,0.060944
-58.402,50.467,-0.036578,12.952,-1.3059,0.060944
-55.812,50.01,-0.024389,12.952,-3.2672,0.060944
-53.221,49.16,-0.012201,12.952,-5.2285,0.060944
-50.631,47.919,-1.1671e-05,12.952,-7.1899,0.060944
-48.041,46.284,0.012177,12.952,-9.1512,0.060944
-45.449,44.425,0.025275,12.966,-9.4392,0.070032
-42.856,42.341,0.039281,12.966,-11.401,0.070032
-40.275,40.105,0.053036,12.843,-10.965,0.067515
-37.721,37.955,0.066373,12.691,-10.531,0.065855
-35.201,35.892,0.079432,12.511,-10.099,0.064737
-32.72,33.915,0.0923,12.301,-9.67,0.063942
-30.284,32.024,0.10503,12.062,-9.2434,0.063319
-27.898,30.218,0.11763,11.792,-8.8199,0.062756
-25.57,28.496,0.13013,11.493,-8.4001,0.06217
-23.304,26.857,0.14249,11.163,-7.9842,0.061491
-21.107,25.301,0.15471,10.804,-7.5726,0.060657
-18.985,23.828,0.16673,10.415,-7.1658,0.059602
-16.944,22.435,0.17852,9.9957,-6.764,0.058256
-14.99,21.122,0.19,9.5475,-6.3675,0.056534
-13.128,19.887,0.20109,9.0705,-5.9768,0.054338
-11.365,18.73,0.21167,8.565,-5.592,0.051542
-9.7051,17.65,0.22163,8.0318,-5.2133,0.047998
-8.1547,16.644,0.23078,7.4717,-4.841,0.043521
-6.7189,15.713,0.23892,6.8859,-4.4749,0.037889
-5.4028,14.854,0.24579,6.2758,-4.1151,0.030842
-4.2109,14.066,0.25108,5.6433,-3.7613,0.022074
-3.1475,13.349,0.25442,4.9908,-3.413,0.011242
-2.2162,12.7,0.25534,4.3218,-3.0695,-0.0020206
-1.42,12.12,0.25333,3.6406,-2.7295,-0.018082
-0.76059,11.608,0.24779,2.9531,-2.3914,-0.037258
-0.23855,11.164,0.2381,2.2673,-2.0529,-0.059728
0.14759,10.788,0.22358,1.5941,-1.7106,-0.085393
0.40182,10.48,0.20368,0.94815,-1.3606,-0.11364
0.53162,10.245,0.17802,0.34981,-0.99794,-0.14297
0.54934,10.083,0.14669,-0.17261,-0.61712,-0.17037
0.47417,10,0.11062,-0.57901,-0.2135,-0.19029
0.33519,10,0.072306,-0.81085,0.2135,-0.19284
0.17778,10.049,0.0369,-0.76324,0.27766,-0.16122
0.050727,10.038,0.010389,-0.50727,-0.38442,-0.10389
3.1869e-22,10,-8.3615e-24,-1.223e-21,-2.0616e-22,8.5239e-22
